estc_id,actor_id
W13266,69363534
N31073,jbsprint_0
T98968,17097029
T56987,bbti_113683
T77382,jrobinson_4
N62667,rrbjohnredwood_0
T198506,bbti_20389
T36732,bbti_72801
T187055,30718937
T144650,bbti_8527
T2775,77124830
N64070,bbti_109575
N47976,thomasslater_0
T75221,228716377
N52740,bbti_4474
T183795,bbti_9201
T300398,29437883
N30451,bbti_25563
N8752,danielbaxter_0
T11986,bbti_107835
N22190,bbti_52439
T75813,williamwebb_0
T186545,24488557
T49522,bbti_125482
T95263,19591103
T2186,bbti_60312
T213453,12361047
W9615,40909186
T32248,bbti_13923
T38502,bbti_40786
T131320,bbti_106365
N17248,annodom_0
T65258,63599288
N48264,bbti_106365
N17688,263788498
T12336,17097029
T213445,56494757
T62755,100280005
T136965,9733233
T49050,51743443
R217011,46660218
N17327,54199802
T72424,bbti_8281
T78539,johnmosmanandcompany_0
T96029,33425968
T188939,bbti_51499
T136952,31070598
T121647,jbsprint_0
T101644,22039034
T163883,248202931
T166132,44195902
T101928,51743443
T99738,bbti_113516
T49008,330654
T177710,jameschalmers_0
W37856,16293464
T164839,bbti_13923
N23503,bbti_105842
T86178,bbti_109518
T5531,51557323
T92313,georgebickhamsculpt_0
W24959,11409424
T58216,122574378
N50875,30718937
T130372,sumptibussocietatis_0
N23013,17097029
N26346,bbti_7688
T101974,4306147270694535700005
T138807,59137424
T129203,bbti_45404
T85477,bbti_13923
T9130,36768263
T197509,218130268
T445,72798292
T62212,thomasmoore_0
T123412,41737022
T59498,bbti_10233
T128571,bbti_80286
T38948,36768263
T174186,bbti_6260
T133925,rafoulisprinters_0
T55841,122574378
T91322,27299050
T196636,2480468
T60313,147002053
T199146,bbti_23572
N33898,bbti_6399
T115075,bbti_20941
N37559,bbti_104724
T39681,bbti_36505
T124583,danieltompson_0
T83368,jer_1
T122398,bbti_13169
T188297,jacobiwatson_0
T118815,bbti_3052
T168792,aandsbrice_0
T72192,231002232
T27137,jandjknapton_0
W36393,69363534
T202958,thomasthornton_0
T155230,bbti_114019
T77824,41690231
T166281,31893089
T85152,bbti_113163
N13968,bbti_104724
N66449,bbti_7830
W41406,38347954
T192218,bbti_19371
T121289,bbti_15935
N44653,218481116
R221280,88457570
T180181,122574378
T193157,228716377
T49138,150016994
T14984,thomasjohnson_0
T137150,71442890
T171049,bbti_116262
T188410,330654
N37237,36972115
T4137,bbti_109907
N471632,121294363
T146630,assigneeofedwardsayer_0
T124053,bbti_47231
W22839,NV28450
T143872,bbti_78573
T114082,trueintelligence_0
T55470,26938284
W12391,55606557
T117147,bbti_26498
T132243,100328493
N5585,bbti_67966
N51685,30718937
W5439,59137165
T11984,173741386
T189245,bbti_105269
N17075,bbti_51014
N491665,36972115
T230929,NV32111
N2962,robertflemingandcompany_0
T6326,51557323
T88695,304984123
N16150,27299050
T5598,georgeewing_0
T208112,46380101
T82585,26938284
T121680,bbti_35104
T32051,9741821
N21745,bbti_33430
R175426,41726148
N53234,12361109
T66866,311426459
T107442,bbti_51715
N14933,44350696
T112900,philipcrampton_0
N50596,bbti_33480
T117430,bbti_7686
T91794,248202931
T171167,19591103
T34749,bbti_7688
T153920,robertgardner_0
T208370,johnmosman_0
T179860,bbti_2242
N11759,36768263
T215577,bbti_46047
T81822,successorsofandrewanderson_0
N51609,30718937
N46062,14691576
T114735,bbti_105842
T180164,309837281
N26026,bbti_105768
T68164,williambruce_0
T222009,bbti_107724
W21797,56609913
T136327,47589
T185069,26938284
T97906,15008766
T132244,36768263
T190547,54025507
T44881,228716377
N1712,9741821
N15316,bbti_6260
T5017,bbti_11493
T178127,bbti_10306
T94280,bbti_35104
T60016,bbti_7394
T45952,bbti_8281
N62783,34343718
T119832,22007688
T46179,14691576
T17610,122574378
T113618,bbti_12001
T92618,jwyat_1
T164430,63865137
T179156,121294363
T63456,12182874
T162685,12183814
W5977,65538602
T115525,102322785
T35758,bbti_52439
N30019,bbti_64335
W14454,134967802
N53145,bbti_4474
T10561,bbti_78573
T101602,17097029
P124,johnrawson_0
T145612,15008766
T124898,bbti_55493
T184497,samuelfuller_0
N476815,andrewcrook_1
T227690,330654
N31487,78374987
T30439,mrnelson_0
T192260,51540016
W19716,38347954
N72260,bbti_35104
N55913,bbti_106365
N473851,14644830
W32399,16313306
T185175,gavinhamilton_0
R29188,21998777
N11424,255661736
T70615,56662373
T71241,bbti_56136
T1086,bbti_27948
T100858,johannemnourse_0
T103993,17097029
T76813,bbti_75361
T63373,bbti_75857
T124307,bbti_113516
T183398,bbti_46684
T7340,47589
T107821,bbti_13923
T3022,bbti_107957
T50994,66518994
T5143,bbti_24605
T53036,bbti_49981
T1283,bbti_8281
N7170,bbti_65134
T102356,17097029
N42286,305051344
T9333,charlesrivington_0
N28282,51540282
P3492,bbti_23587
T176127,9741821
T7646,jonathancareless_0
T83747,309837281
T22232,228716377
T66067,jamescochran_0
T72677,bbti_48156
T153283,bbti_75552
T31763,17074833
T31008,bbti_116081
T59518,122574378
T117660,bbti_51499
R184550,46815338
T64804,269036155
T88139,228716377
T86022,bbti_53098
R201187,johnyoungmusciallinstrument_0
N474707,173741386
T165486,bbti_31123
T215812,samdalton_0
N44651,19591103
T103975,bbti_7688
T75397,22955946
N65142,bbti_46613
T96580,NV23762
T68004,218481116
N22089,248202931
T35,51557323
T182381,1565494
T44978,19591103
N41530,bbti_59028
T116671,47589
T55277,121294681
N50395,29437883
T17723,122574378
T12941,bbti_50376
T84349,bbti_75858
T78733,121294363
R172513,bbti_110624
N12396,bbti_43989
T180569,georgerisk_0
T147278,bbti_77601
N47082,josephedwards_2
T161356,bbti_77601
T131996,johnnicholson_0
T48190,bbti_78110
N12735,bbti_15982
R40306,26938284
T105972,jbsprint_0
N11392,bbti_59028
T115364,121294363
T137326,54022420
N6660,bbti_53098
T229445,bbti_74250
N25889,34509981
T85799,9733233
T107390,13724886
T207547,georgegolding_0
T128799,bbti_113683
T170468,NV38120
T123704,72798292
T146737,51540282
T70673,42680649
N64912,59137424
T206965,josephhinson_0
T194380,bbti_12483
T101319,255661736
N67705,21213427
T106048,bbti_13923
T165966,63893036
T54586,173741386
T229940,36768263
N22966,bbti_108069
T268,bbti_16685
N41729,1565494
T11380,bbti_73027
W30546,56609913
T178107,johnwatson_0
N12483,228716377
T17796,bbti_55222
N19182,9729889
N31942,26653683
N8945,bbti_111939
N28075,bbti_105842
T76227,bbti_109575
T68815,bbti_64396
T12928,330654
T95750,47589
N54688,bbti_116779
T37436,bbti_5645
T177106,34511788
T61143,lwayland_1
T184034,bbti_112454
T43438,9741821
T19727,12361109
N28015,charlesrivington_0
T210624,bbti_37006
T150896,12361109
T224311,bbti_32036
T36620,255661736
T160268,72927896
T124221,bbti_9201
R27050,41690231
T39676,bbti_41788
T137811,bbti_107725
T119856,bbti_13923
T1388,bbti_13923
T175025,escore_0
T31924,bbti_109905
T16551,78374987
T130234,bbti_114073
N20558,bbti_7688
T180537,bbti_108660
N7642,bbti_15935
W11515,59137165
N61059,sarahsadleir_0
T81958,34509535
T149982,2321741
N19606,bbti_31486
T54592,173741386
N27177,12361047
T132272,12361109
T145163,30718937
W31286,61982841
T66726,305051344
T144399,bbti_59028
N64077,87555762
T111547,22039034
N10148,63868188
T136716,5259928
T202500,bbti_109905
N20863,bbti_68100
R218793,bbti_107613
T139600,bbti_116779
T190600,robertfreebairn_1
N52028,bbti_4474
T26231,9741821
T53890,georgeewing_0
T140038,24488557
T41569,26938284
N30463,121292554
N1710,33425968
N53433,executrixofthomasnewcombdeceasd_0
N52104,nathvillier_0
T28537,bbti_10387
T115771,27299050
W16348,59137165
N25499,31591451
T214780,georgeewing_0
T29206,bbti_15600
N4661,bbti_41991
T87517,31070598
T85137,mescrownfield_1
T100788,47589
T153887,twtruddimannos_0
T67749,bbti_13923
N5242,wlewen_0
T3023,9741821
T107959,bbti_105106
T1491,mrstuz_0
W1715,38451003
T136363,hughdeams_0
T144033,228701119
W17022,38347954
T130814,johnosborn_0
T91261,bbti_31270
T151060,bbti_76655
T22484,bbti_77601
N16963,34509981
T38786,24195603
T171012,31070598
N7063,jopaxton_0
T38107,bbti_20389
T30722,bbti_51499
T194116,122574378
W4622,75274218
W29968,43362968
N28862,150016994
T25993,248202931
T122035,71442890
T184871,evidanshswearall_1
T71924,330654
T136398,bbti_104724
N34716,robertfreebairn_0
T42366,71742773
T200593,bbti_3052
N470600,bbti_95389
N28644,21998777
N70041,bbti_72744
W20244,josephbayley_0
T114677,17569100
W24911,75310262
T164966,304984140
T38931,36972115
N20228,bbti_46514
T91587,21954540
T62888,pressickrider_0
T183894,228716377
N9818,bbti_47231
T12914,34509981
N1930,thomaswilliams_0
T27900,bbti_55222
T39704,bbti_60899
N39704,19591103
T97348,bbti_10233
T75105,228716377
T56155,bbti_26302
T25323,williamfrederic_0
T185184,36768263
T65906,bbti_61179
T167112,NV26658
T104462,johntraill_0
N492847,51557323
W22060,63012301
T230143,bbti_29496
N22790,77718116
T132335,johnfleming_0
T202973,262067064
T222099,timchild_0
T166891,36814575
T19768,executrixofthomasnewcombdeceasd_0
N22901,NV13122
N4942,21998777
T56997,17097029
T141291,bbti_109907
T118307,bbti_107361
T112964,228716377
T16653,bbti_37044
T2385,voluntarysubscription_0
T66083,bbti_72801
W11442,55606557
T82571,wstrahan_2
T112795,bbti_41535
T108500,bbti_109907
N9293,263788498
T169975,bbti_2178
N70891,bbti_41991
T139556,bbti_8281
N13009,46660218
T46547,44148715
N45830,36768263
T193397,54200197
T170596,andreaestalker_0
T154877,bbti_17795
W25993,16313306
T61185,bbti_112714
T124199,304984123
N5639,36768263
T68005,bbti_37572
T114848,alowndes_0
N3244,bbti_13749
W20925,61982841
T85098,228716377
N36907,bbti_25432
T149435,andrewcrook_1
T119669,31857518
T101975,2321741
T19789,12361109
T16958,122574378
N62598,bbti_107725
T72337,bbti_36671
T83454,7257114
T101960,51926513
T121008,bbti_6736
T11951,173741386
N10988,bbti_129782
T71710,304984140
T144214,bbti_63489
T83008,218481116
T217791,NV3642
T49042,bbti_75361
N46203,228716377
T166447,54200258
N28182,bbti_75361
T3973,bbti_15336
T79379,bbti_36803
T25478,bbti_116057
T64775,bbti_50376
N4226,bbti_112675
W28485,18614498
T212455,29387991
N50532,bbti_33480
N35367,150016994
T53967,bbti_77895
T145994,bbti_106365
T117435,bbti_53584
N3104,330654
T42371,bbti_13923
T86802,bbti_77907
N2709,bbti_109907
T206371,230344634
W32352,66520614
T174420,NV15017
T173529,corneliuswynne_0
N41749,43894766
T182535,bbti_51499
T25409,29427704
T498535,24453382
N66096,15008766
W6557,16293464
T114405,rudolphumbeneken_0
T16459,71442890
T170801,51540282
T205465,bbti_105768
N16895,bbti_113163
T221311,bbti_106365
N4628,34044423
T65201,catherineware_0
T18970,222770681
T119151,34511788
P2832,bbti_75361
T189315,73772960
N48727,richardpartridge_0
T97188,bbti_78573
T136391,bbti_33426
N471792,williambrown_0
T148050,19553220
N53678,12361109
T115806,bbti_78165
N7976,bbti_107725
T46075,williamsmith_6
W12802,38347954
N3543,williamcheyne_0
T160462,61600028
N5016,228716377
T55404,32051268
T69880,36768263
N26287,31591451
R12232,12182874
T116194,101035605
W30828,39196133
N13250,4306147270694535700005
T16937,122574378
N27615,72798292
T206742,walterpearson_0
T113751,34044423
T44354,relictofandrewanderson_0
W4791,16293464
T179717,bbti_9201
T89797,alexanderalison_0
N42101,72798292
T110495,bbti_109575
T129728,mwentz_0
W12454,16293464
T229457,bbti_50490
T187517,bbti_77907
W19409,33552242
T114285,230344634
T114483,bbti_53584
W15129,8938475
W3446,55606557
T76454,bbti_13749
T207545,309837281
N11048,61545697
T139418,132829424
T217857,NV32111
T138098,hboad_0
T120729,12361047
T144394,belliot_0
T90886,66518994
N63280,12361109
T177149,charlesbathurst_0
T147610,benjaminbarker_0
T108356,228716377
T122414,12361047
T225842,bbti_40195
T114991,12203344
T227680,255661736
N21743,bbti_73763
T69260,66518994
R40914,bbti_50050
T90186,63858034
T204497,7257114
T19533,255661736
N67258,eliphaldobson_0
N23744,9742242
T147630,17087371
T48001,bbti_112857
T230288,41690231
T97065,bbti_111814
T196001,54065151
T92173,73995150
T26517,17097029
T91777,jamesmaceuen_0
T93730,1565494
T135920,31868616
T27579,bbti_105269
T226441,bbti_70987
N31850,bbti_83534
T81012,bbti_114404
N19950,isaacjackson_0
W8445,38347954
T2399,bbti_72293
N63217,alexanderbeck_0
T32061,36972115
T106763,bbti_46718
T138802,21213427
T77972,bbti_53370
T41346,17097029
N8863,9733233
T196338,51926513
T97520,228701119
T116574,bbti_53305
N54240,66518994
T136658,bbti_105106
N24944,thomashume_0
N30620,bbti_31123
N20576,bbti_10430
T81177,71788912
N36727,bbti_75857
T107838,bbti_53584
N21743,bbti_112282
T14263,bbti_76865
T166597,johnaitken_0
T146659,robertumknaplock_0
N474886,bbti_23572
T147705,19565798
N13462,bbti_8527
T144574,NV32476
T224306,bbti_116262
T56077,68786630
T132672,255661736
R29600,13724886
T190543,bbti_107725
T100327,24497251
N64494,12361109
T82962,222770681
N11611,34509981
N10952,60635941
T139594,bbti_37572
T5143,76192869
N472752,12361109
T189589,256388966
W30696,66520614
T39091,76555683
T218254,330654
T132903,bbti_60899
R39561,bbti_3974
T53041,bbti_76865
N17677,bbti_78110
T70350,bbti_24354
T136585,54200197
T113274,stephenkeblewhite_0
N23373,330654
T88154,228716377
T137461,bbti_107724
T186684,bbti_100
T107019,44350961
N1276,bbti_105842
T59511,bbti_107857
T216465,59137424
T222925,263788498
N68667,johnmaxwell_0
T18844,33425968
T154312,bbti_129388
T56577,bbti_13923
W20760,77838521
T50007,bbti_11071
T189968,bbti_17682
T126665,44350961
W4668,11303120
N52717,bbti_109905
W16135,59137165
N2743,bbti_3099
T77460,27299050
W30449,13766700
R182630,danielduchemin_1
T47216,27299050
T25310,22019654
T100091,41845728
T191731,mrsbailefs_0
T48183,77124830
T58233,21954540
T178463,9729889
T132621,NV23762
N33668,77718116
T84882,33425968
T36120,44350696
T101585,bbti_107957
T175589,31591451
T36335,46815338
T85579,24654312
P1421,bbti_34152
N69930,bbti_72801
T200562,262067064
N1930,cheaper_0
N472640,bbti_35731
T5958,9741821
W1393,66520614
T175876,24195603
T180052,NV24750
T137025,9729889
N7146,71283786
T103020,bbti_46047
W18943,59137165
N19683,68786630
T45212,bbti_78163
T16474,330654
T209260,51557323
N44175,bbti_20778
T37340,bbti_11071
N10503,51557323
T106310,99480813
T49054,51743443
N52034,54199802
T225427,40811864
N6884,311426459
N2377,jbsprint_0
T81945,36768263
T171059,54200258
N50590,bbti_33480
N48054,georgethorpe_0
N1242,bbti_23539
T163868,bbti_13749
T65432,bbti_41788
T5131,bbti_31270
T110135,bbti_28405
T115560,255661736
T146738,27299050
T478506,122574378
W19467,waltermcalpine_0
N30850,johngooding_0
T26099,bbti_59028
N23970,bbti_73763
N18017,jeremiahpepyat_0
R27912,42680649
N53312,henryhillsdeceasd_0
T56265,bbti_109907
N52917,bbti_4474
N68442,gandaewing_0
T12553,31591451
T85140,rlobb_0
T60283,9733233
T1434,34509981
N47453,66368711
N32081,101583814
N25738,bbti_107026
T149703,gulielmiayscough_0
N15568,22941406
T171014,21213427
T106484,187519562
N22089,51540282
T26022,bbti_58959
N26569,bbti_40195
W2836,29588428
T30973,bbti_107835
T96038,bbti_132753
T8266,cking_0
T103701,68786630
T95783,charlesrivington_1
N22265,bbti_51870
T206883,bbti_107415
T165822,bbti_109740
N69967,josblare_0
N44587,bbti_116081
T116092,robertumfreebairn_0
N24299,173741386
T88286,26653683
T31755,44216749
N200,9741821
T203418,76204129
N14111,bbti_109907
T223251,bbti_48001
T28369,bbti_28405
T107414,173741386
W23773,65538602
W14613,55606557
T64223,218481116
T173878,davidduncan_0
T74645,mrsmarthaogston_0
T192328,dom_2
T121204,johntraill_0
N25869,330654
T110676,31070598
T186524,21954540
N64625,248202931
T5089,51926513
T93079,bbti_13923
T80742,jamesroberts_1
T18140,bbti_77601
W1319,8938475
W32316,246209713
T18666,bbti_51499
T48806,36972115
W8870,66520614
T53106,bbti_36505
T84496,bbti_7686
W37920,16313306
T96476,33425968
T138496,stearnebrock_0
N51693,bbti_7688
T4284,44201641
N7629,bbti_50600
T100877,330654
T66414,jrgiven_0
T182895,73771528
T123512,330654
N9662,NV23762
N2985,187519562
T50767,17097029
T145136,71442890
T167725,bbti_125664
W33928,134967802
N28135,bbti_23811
T213600,bbti_75857
T95791,34509981
N45927,allanramsay_0
T101479,bbti_107026
T136654,bbti_113516
T101366,230344634
T155628,46674297
T54640,27299050
T7320,bbti_10233
T39204,44148715
T5989,bbti_92957
T128553,36768263
T5674,228716377
N35205,bbti_9201
T19657,12361109
T172575,bbti_14554
N48173,54199802
N30140,bbti_104617
T203915,14691576
T64576,30718937
T127938,12361047
T39853,51540282
T153564,bbti_109575
N25673,bbti_53305
T84196,jfinwood_0
T79797,263788498
P33,samuelcrouch_0
T66832,9741821
N22114,williamsmith_6
N30854,bbti_73149
N67876,36814575
T112325,76192869
T55027,bbti_2543
T181315,63900891
T214363,73995150
T202382,7287161
N480875,121294363
T65778,51557323
T12,rbassam_0
T56513,robertfreeman_0
T109509,263788498
T57872,robertfoulis_0
T117953,willowisp_0
N492237,bbti_15414
T35862,bbti_58715
T14338,jamesblow_0
T53414,101583814
N16113,51557323
T163237,bbti_40501
T86628,263788498
N9461,bbti_57197
T176403,121294681
T35864,4306147270694535700005
T168194,bbti_63505
T164046,bbti_41535
N49206,206144782979065031653
N17870,bbti_63911
N16114,bbti_2729
R39368,17097029
T9101,99480813
T64477,27299050
T82691,bbti_52439
T149039,99480813
N3870,bbti_60899
T228516,30718937
T41115,17087371
T173316,67910662
T91648,NV7198
T116561,bbti_9919
N66497,bbti_30983
N66351,samllwheatley_0
T57663,248202931
R15771,46660218
T101763,67910662
T56661,bbti_112714
T57919,228716377
T25492,bbti_40501
N14175,bbti_47658
T1413,bbti_68970
N9480,29387991
N31298,56662373
N52262,henryhillsdeceasd_0
T65366,218481116
T21266,22039166
W26459,kneelandandgreen_0
T33341,47589
N50610,30718937
N9094,17097029
T228782,bbti_113830
N4730,bbti_11071
T50859,bbti_3099
N35033,bbti_108082
T84498,roystonandelizabethmeredith_0
T54720,330654
T111906,73995150
T102793,bbti_73973
T14359,jclark_0
T122418,27299050
T68815,26078421
T81268,bbti_4479
T134120,bbti_66593
T49066,255661736
T75056,johngotheridge_0
W10463,8938475
N53473,44350696
N60738,51743443
T134030,bbti_73973
T43566,17097029
T116223,22019654
T71195,71442890
T128762,36768263
T10750,bbti_8281
T169534,77718116
T82372,bbti_113163
T20982,thodges_0
N10424,assigneeofedwardsayer_0
N19973,bbti_55770
N48378,228716377
T130120,99480813
N10709,95145542611696641723
N50249,30718937
T142425,305118749
N53471,44350696
T10325,27299050
N47074,bbti_58959
T87961,51926513
T8407,222770681
T45054,228716377
T37732,36814575
T208899,andrewcrook_1
T34897,bbti_114835
N40434,bbti_7137
T228417,7246041
T59637,bbti_8281
T68035,19591103
T165408,65560351
N4604,330654
N64804,bbti_53098
T105833,bbti_114404
T160215,bbti_15982
P88,bbti_28656
T163380,bbti_80286
T62168,76405539
T34921,9741821
N17988,71283786
T37687,228716377
T89283,54200258
T154143,georgeewing_0
T166262,187519562
T125295,bbti_15982
T44512,bbti_25263
W28245,43362968
W18674,33552242
N22365,73995150
T191493,bbti_46125
N476068,11311604
T166899,2321741
N13347,bbti_2543
T224311,306131726
T10409,30718937
T41676,wandjinnys_0
T37018,330654
T65227,228716377
N27440,36814575
N62667,samuelterry_0
T187726,georgerisk_0
N47849,9729889
T179781,margtrhames_0
T94877,bbti_53305
T218769,johnmosman_0
T161593,36972115
N22361,7257114
P2194,bbti_13288
N3690,231904603
T119250,bbti_105269
T59936,bbti_108355
T175323,22346412
N35921,46674297
T94660,sausten_1
T73484,bbti_73560
T163915,robertowen_0
W38265,70465409
W38413,28561642
T105480,bbti_7900
N52088,robertfleming_0
R221312,13724886
N476604,andrewcrook_1
T116144,bbti_40501
R40485,bbti_127096
T56230,bbti_53098
T65659,22019654
N37852,jclark_1
T67604,robertfreebairn_0
T10711,87555762
T169975,bbti_108120
T91095,bbti_61088
T144918,39253068
T51995,bbti_108082
W34599,16293464
T136595,150016994
T122417,21213427
N64537,30718937
T18920,bbti_78573
T141116,63858034
N8451,17097029
T189524,bbti_114359
W37589,16313306
T103819,228716377
T193321,99480813
T52991,bbti_12278
W7298,19731174
T123412,bbti_52439
T66726,bbti_113385
N52313,12361109
T88971,bbti_60899
T490552,bbti_10556
N50646,12361109
T81914,gavinhamilton_2
T182140,bbti_107117
T78900,bbti_30983
N6886,19591103
T19491,30718937
T66992,263788498
T99486,eliphaldobson_0
T192797,51540282
T209989,228716377
T135615,66518994
T193334,51926513
T175987,26938284
T66993,43894766
R478581,thomasleigh_0
N52051,bbti_4474
T191918,122574378
T34302,bbti_1144
N1777,17097029
T139724,100328493
W3445,11303120
N17908,bbti_72925
T189389,51926513
W30723,55606557
T140322,bbti_66145
N23148,bbti_61088
T83073,66518994
T101262,51540282
T1904,NV23762
T138591,bbti_109575
T50654,bbti_105842
T46186,bbti_49981
T79558,bbti_107794
T125496,bbti_114835
T136634,bbti_58959
T51718,bbti_41793
T122417,150016994
N5238,bbti_12278
T35242,73995150
W2284,56609913
T103995,24654312
T226449,jacobusnicol_0
T106349,augustuslong_0
T109290,mrjollife_0
T136585,17087371
T144675,bbti_53098
N62552,231002232
W4219,19731174
N477479,rglynn_0
T149759,49570978
T29753,thomascombes_0
W1182,66520614
N37885,thomasbacon_0
N62914,paulisaakvaillant_0
T70370,bbti_49715
T63318,williamsmith_5
W29073,55606557
T87498,173741386
T28903,bbti_109575
N478999,66518994
W20931,16313306
T163123,34511788
T98589,bbti_73149
T166349,calebratten_0
T100229,bbti_66147
T177256,thomashumes_0
T100275,228716377
T127936,132829424
N47885,bbti_109575
T69149,26078421
W28283,33552242
T54132,66386600
N632,davidduncan_0
N6586,bbti_48001
T5545,49098667
T68014,bbti_72801
N17326,bbti_4474
T125750,54200258
T46804,bbti_15982
T72144,19591103
T199025,150016994
N45694,bbti_112322
N37280,bbti_41535
T126160,bbti_76655
N8594,31591451
T195247,31591451
T87929,51926513
N476575,41726148
T148973,bbti_40501
T30416,richardclements_0
T209922,150016994
T127117,263788498
T58501,bbti_50844
N52133,bbti_106365
W36368,38347954
T192749,alexanderbrymer_0
N53230,30718937
T79235,26938284
W17505,39196133
W19884,134967802
T55596,228716377
T92307,bbti_66593
N51440,30718937
T41517,bbti_113516
T141548,36768263
T14337,77124830
T92377,benjaminbarker_0
N72236,bbti_109905
N2162,71442890
T107001,bbti_3052
N46892,henhammond_0
W548,16293464
T58073,228716377
T210962,22007688
T81955,bbti_113516
T99979,bbti_23614
T98404,9742242
N471564,swilson_0
T208939,21213427
T173337,messieursbettesworthandhitch_0
T149888,311335919
T99033,263788498
W19912,ne_0
N2656,bbti_72801
T6547,bbti_46047
N52775,54199802
T179695,bbti_109575
T105189,bbti_47165
T227046,bbti_37006
T76511,bbti_13749
P2004,51557323
R221865,9733233
N31310,jpotts_0
N2369,77734945
N7712,bbti_33480
T52779,66368711
N37835,255661736
T112543,bbti_53370
T101207,269036155
T14263,messharrissenandjun_0
T88639,27299050
T61947,26938284
N24973,bbti_109575
T140612,bbti_16685
T143961,bbti_54351
T104969,amchaplain_0
T163760,bbti_16304
T47507,bbti_114019
T195141,bbti_9776
N9270,29586562
T77555,61587756
T128410,bbti_77895
T133877,56662373
W20551,58170011
T53303,bbti_15982
T96919,bbti_75858
T140176,bbti_106365
N45843,bbti_31270
T63143,121294681
N24251,9741821
T105833,bbti_37044
T16885,122574378
T85030,255661736
T138681,bbti_73059
T196726,56487293
W8440,38347954
T18153,katherinewilmer_0
T17610,46815338
T90628,cantabrigietnorvicibibliopolas_0
T113139,assignsofrichardandedwardatkynsesqs_0
T54533,46660218
W37721,16293464
T74178,255661736
T39660,bbti_60899
T146345,bbti_107725
T113140,assignsofrichardandcharlesatkins_0
T101492,218481116
T109113,61423499
T87428,bbti_65134
T129089,bbti_105768
T206308,alexanderkincaid_0
R179749,sebastianumpetzoldum_0
T55451,14825513
N48720,5259928
T91588,bbti_12450
N505116,1435790
N2296,bbti_23572
T136439,bbti_64335
T153440,andrewcrook_1
T59607,bbti_57397
T222192,26938284
N54780,bbti_20389
T125244,304984123
N6884,bbti_116262
T123247,dclementisdem_0
T52741,bbti_105842
T61389,228701119
T114135,bbti_51499
T16560,thomastrye_0
T1390,51540282
N31198,bbti_46503
T118565,bbti_104724
N54417,30718937
N30013,bbti_28656
T223554,bbti_33430
T98411,bbti_50666
R230866,alexanderhenderson_1
T88639,173741386
T136637,304984123
T139986,12361047
T108404,19591103
T55073,44350961
T96428,georgeewing_0
N60119,248202931
T60715,214205708
T150437,bbti_4474
N8701,41690231
T93013,bbti_73149
T63858,bbti_33480
N36363,22019654
T59635,27299050
N25270,maryhowell_0
T36083,228716377
T184006,51557323
N63774,41714688
T2174,228716377
N54861,bbti_74250
T48341,36814575
N21645,bbti_92957
T19538,12361109
N42240,bbti_51499
T96773,19591103
T137660,34511788
N3238,330654
T82662,22941406
N9529,bbti_106365
T121925,bbti_80286
T62422,executrixofthomasnewcombdeceasd_0
T216960,34412780
N20897,bbti_78110
T81127,bbti_113163
T57164,12361047
T170533,bbti_107857
T111602,margtrhames_0
T146699,curcorneliicrownfield_0
N38171,bbti_72801
T132798,johnbaskett_0
T66293,bbti_33658
T30831,330654
T90862,bbti_72925
N68725,161239924
N473848,bbti_104038
T104556,295382906
N26650,22007688
T87914,bbti_109905
R201131,bbti_107957
N46302,bbti_125482
T123926,41690231
T144721,bbti_111939
N61343,bbti_104724
T190589,34511788
T161355,bbti_54413
T478440,bbti_15472
T9219,bbti_109907
N52086,54199802
T75148,williamcheyne_0
T132564,17074833
T172603,bbti_51500
N53023,54199802
T96103,222770681
T56961,33425968
T34419,bbti_15982
T177737,bbti_9201
T123235,bbti_114094
T35057,150016994
T89780,218481116
N23256,bbti_46047
W29617,39196133
T7355,bbti_15205
W19229,48288295
R16543,bbti_50146
T114179,76189044
T115908,bbti_31486
T54561,bbti_113163
T187150,46601837
W30373,8938475
N478214,thomasharbin_0
T30427,bbti_30212
T20950,bbti_53584
T150914,12361109
T99782,sdunstani_1
T19764,executrixofthomasnewcombdeceasd_0
N25808,56662373
T181368,bbti_109578
T13770,218481116
T86539,222770681
W6743,55606557
T147002,bbti_76235
T168531,228716377
N56265,12182874
T152731,bbti_112866
N28634,44191542
T205427,bbti_72801
T36951,34509981
T72751,50757410
T61697,bbti_15982
N22842,20033278
N7284,43894766
T13996,bbti_65245
N10637,22019654
N65374,charleslaffin_0
N24037,132829424
N5576,44148715
T182187,andrewcrook_1
W16881,55606557
T34318,155189840
T204466,bbti_36940
N16422,33425968
T198902,thomaeruddimanni_0
T81767,12361047
N43953,georgerisk_0
N24349,173741386
T184379,samuelfuller_0
T70459,58931975
N18270,bbti_51014
T7303,bbti_13749
T143183,330654
T37264,bbti_15206
T57273,248202931
N7931,assigneeofedwardsayer_0
T200549,bbti_13923
T11975,4306147270694535700005
T193510,robertbrown_0
T39474,17074833
N64510,255661736
T102668,bbti_63751
T127513,122574378
T32936,330654
T61845,36814575
N69637,jwatts_0
T164218,45785847
T76817,bbti_13923
T45982,206144782979065031653
T183565,williamsmith_6
T108464,121292554
T173565,187519562
T283,bbti_13749
W12283,kneelandandgreen_0
T102257,12361047
T110495,56662373
N22027,rrose_0
N26254,228716377
T150928,30718937
N67615,17097029
T14159,hbrabham_0
N7688,36972115
T226405,68831721
T176294,63900891
T146512,paullumvaillant_0
T9068,26936589
T185190,71293060
W10698,63012301
T85214,222770681
T116571,24488557
