estc_id,actor_id
T143520,bbti_40786
T119682,bbti_109575
T37620,bbti_55222
N13071,bbti_106365
T87131,georgegowan_0
T84655,54200197
T180458,14691576
T68045,anndom_2
T78310,josephheath_0
N49102,bbti_53640
R232835,bbti_10232
W5004,61982841
T219748,bbti_108069
T60943,47589
T19413,bbti_8281
N19949,olinelson_0
T62602,228716377
T44563,78771905
T191951,228716377
T51481,17097029
T60848,mralexandercarmicheal_0
T85146,bbti_113163
T29219,heirsandsuccessorsofandrewanderson_2
T177709,bbti_31555
T194660,51926513
T6361,bbti_13039
T133490,51926513
T82263,54199802
N22255,7287161
T62753,4796318
T114272,bbti_53584
N471785,24497251
T215109,51926513
N50572,12361109
N21016,jacknapton_1
N42532,26653683
T105720,130490366
T121515,bbti_109575
N476357,andrewcrook_1
T171386,richardcameron_0
R171901,bbti_9392
N62687,121294363
N2265,bbti_59352
N51842,173741386
T191378,17097029
W28979,11303120
T63040,enew_0
T231402,bbti_46854
T51531,williamsmith_6
T179697,295382906
T62369,30718937
T94422,66518994
T115918,bbti_106392
N49082,44350696
T104414,johngooding_0
T161664,andrewwelsh_0
T111043,150016994
T209245,mrjamesdavidsonandcompany_0
W14626,55606557
T93070,bbti_13923
T90138,262817315
T99610,bbti_58827
N49572,bbti_61088
N26883,bbti_50597
N4475,36814575
T174916,bbti_16685
P6047,290882611
N476448,58966351
N2617,bbti_104681
T224333,bbti_4474
T149084,51926513
T69541,bbti_106365
T95123,44350961
T54584,66518994
N50604,bbti_111939
T145420,bbti_20412
T186793,bbti_15472
T205723,12361109
T31233,36972115
N37001,7255138
T69880,bbti_114404
T102252,173741386
T104940,76204129
N327,269744449
T176329,georgeewing_0
T41535,73907888
N69475,NV23762
N24469,44350961
N32828,bbti_42992
T161346,bbti_107725
T11767,bbti_113163
T121781,bbti_77538
T169523,305051344
N17259,34509535
T36937,47589
T114965,alexandermurray_0
W5467,56609913
W26830,28561642
T172749,38340968
T173083,silpepyat_0
T184853,bbti_73286
W42670,25770592
T200599,34511788
W28205,55606557
T90415,johnhyde_1
N35423,218481116
T124480,bbti_3208
T109457,bbti_61785
T87986,bbti_108066
T105691,johnvallange_0
W13368,8938475
N10421,bbti_106365
T130674,26938284
N13492,georgerisk_0
T46151,bbti_16685
T164181,georgerisk_0
T187687,187519562
T100233,bbti_66147
T14332,eandjexshaw_0
T130154,jonathansfather_0
T66788,228716377
N20367,bbti_13169
N15060,59137424
T91804,NV20192
T25973,54200197
T43373,44148715
T142048,sbridgeman_0
W23728,65538602
T109185,56662373
T83562,66518994
T220428,johntraill_0
T19989,36972115
T188584,androanderson_0
R178206,aarmstrong_0
T84697,bbti_13749
W6682,38347954
W19447,39196133
N46005,27299050
N478537,29080720
T82414,bbti_13923
N11208,bbti_64396
N11382,samuelisfulleri_0
T131054,bbti_23811
T99936,12361047
T114678,17569100
T128419,patrickdugan_0
T4595,bbti_54471
W22373,134967802
W19971,63012301
T211224,bbti_72801
T694,228716377
T34905,44148715
N68897,johnmessenger_0
T31148,17097029
T172388,robertowen_0
T199576,bbti_36291
N31882,bbti_62383
T34413,jmartin_1
T145402,bbti_77907
T45096,bbti_8281
N66172,alexanderforbes_0
T128688,21213427
R19885,bbti_108082
T231906,bbti_107904
T86658,bbti_8281
T161125,bbti_2533
N38047,122574378
N470726,269036155
N27152,bbti_59028
T62194,bbti_16093
N5143,12361047
R185917,88457570
T88193,121294681
T17017,122574378
N43933,bbti_73149
T116579,47589
N22554,71442890
T68994,19553220
T107327,eandrnuttandrgosling_0
T68999,bbti_112714
N70337,19566142
R217011,330654
T103096,44164140
N26724,bbti_53109
T62505,12182874
T227471,societatisstationariorum_0
T43588,henrytinpan_0
T211969,51926513
T130508,fjones_2
W11787,16313306
T10570,26078421
N23441,NV23762
T39499,228716377
T19819,218481116
N19395,georgerisk_0
T214012,andrewcrook_1
N38660,bbti_10387
T68531,19591103
T153283,63858034
T118503,bbti_15982
N31742,bbti_5367
T9522,27299050
T82573,24497251
N35358,77124830
N473388,bbti_5376
N10975,66613219
T47349,bbti_54144
N20944,bbti_111541
T125294,bbti_14459
T66123,bbti_73286
T58205,231002232
W29578,56609913
N475055,330654
T134361,samfairbrother_0
N68809,330654
T51797,34509535
T108062,51926513
T184605,72798292
W12480,63012301
T69662,bbti_20389
T32239,bbti_112714
N48924,96922797
T177735,36768263
T115200,bbti_51500
T165031,bbti_105768
N51178,executrixofthomasnewcombdeceasd_0
N36741,41690231
T48565,bbti_46536
T146598,bbti_64396
T78235,johnsmith_0
T83524,99480813
T91462,bbti_31021
R32131,36782743
T45201,bbti_105242
T138075,eliphalisdobsondubliniensis_0
N28034,27299050
T98555,bbti_35731
N50695,30718937
T116798,bbti_75857
T168758,12162986
T125015,56662373
N51096,30718937
N8568,54200197
N21872,31868616
T174656,19553220
T42223,71256255
T82582,bbti_106365
T52039,bbti_125482
T41184,34412780
T121282,bbti_113516
N12867,bbti_72801
T88861,122574378
T118935,bbti_35104
T8515,bbti_107835
T185471,228716377
T70242,bbti_125482
W10905,16293464
T128244,monsieurbaskettcompagnie_0
T131329,hamiltonandbalfourincompany_0
N6445,bbti_75361
T38330,228716377
T182446,bbti_31270
T97356,eandrnuttandrgosling_0
T132612,330654
W12634,39196133
T26007,bbti_48866
T94065,bbti_36940
T171132,21954540
T220479,bbti_48001
N53242,30718937
N476211,andrewcrook_1
T90607,bbti_6407
N43508,bbti_23811
T177366,228716377
N24300,173741386
N10723,bbti_74250
N2927,33425968
R220626,102322785
T146425,bbti_77907
T78052,22039034
N16511,isaacwalker_0
N43508,bbti_53584
T181510,63900891
N41144,73995150
T84399,bbti_75857
T105571,44148715
T163884,alexanderalison_0
T181951,9702173
T107053,bbti_46340
T145735,12361047
T48470,williamsmith_6
T224363,bbti_8281
N53475,44350696
T71922,bbti_75720
T133386,bbti_109210
T20921,bbti_13923
N71112,churrudebrady_0
N19145,bbti_104724
W26624,134967802
N7069,bbti_109575
T64084,NV23762
T44172,bbti_40501
T182604,synodofglasgowandair_0
T177820,22019654
T32093,56662373
T59646,228701119
T19705,executrixofthomasnewcombdeceasd_0
T49332,26938284
N53667,12361109
N34758,bbti_53370
T114317,bbti_72801
R223933,46660218
T19021,330654
N20919,51557323
N50646,30718937
T44066,66613219
N53679,30718937
T80573,228716377
N22524,bbti_116539
T229750,andrewcrook_1
T173617,4306147270694535700005
T91575,bbti_107361
T91353,bbti_109076
T213830,7287161
T82071,bbti_13502
T30675,65560351
T101904,36972115
T121451,150016994
T297,bbti_13749
N54994,francisdickson_1
T10685,bbti_53584
T112113,bbti_32587
T55831,sdawks_0
T116157,bbti_116081
T83937,1565494
T160584,bbti_125013
N49982,29437883
T17046,bbti_54188
T139976,bbti_104724
T100260,bbti_78573
W20050,55606557
T94812,bbti_10522
T106552,bbti_114716
T180569,7291567
N7526,26025839
T68053,chitch_0
W27749,38451003
T56154,NV23762
N12032,9733233
T96507,256388966
T17176,51926513
T124119,bbti_17752
T88778,12361109
T111991,228716377
T166502,andreammillar_0
N10436,228716377
T71107,122059304
T215602,41714688
T21595,bbti_31974
T84813,bbti_5367
R176308,42186278
T170281,alexanderalison_0
N30577,bbti_111939
T168631,bbti_109905
T145245,richardwatkins_0
T68053,wdrummond_0
N64527,255661736
W37767,43362968
T198465,andrewfoulis_0
W38140,43362968
N45172,44350696
W868,11303120
T116142,36768263
T99416,17097029
W12560,55606557
T87549,NV10506
T176584,mrdpureel_0
N17506,henryhillsdeceasd_0
T146698,robertumknaplockdanielemmidwinter_0
T33532,228701119
N47595,bbti_107026
N68442,georgerisk_0
N493161,22019654
T75098,gulthurlbournbibliopolaecantabrigiensis_0
T85688,maryfuller_0
T6645,bbti_34152
T57566,95145542611696641723
T68818,27299050
T119714,17097029
T55961,36972115
T43842,bbti_76724
N478398,bbti_20389
T49880,17097029
T50309,228716377
T50803,255661736
T38694,bbti_70349
W5388,74649148
N52933,bbti_4474
T43624,NV23762
N20174,304984140
T113046,17097029
N23529,27299050
T164215,bbti_107835
T102229,26653683
T73932,228716377
T82574,bbti_72801
T22078,ewater_0
T115191,bbti_105638
T39417,73995150
T55403,alexandermurray_0
T147736,thomasleigh_0
T85807,bbti_53584
T5495,bbti_116057
W35471,33552242
T64225,218481116
T166891,josephcotter_0
T142558,bbti_108117
T133240,bbti_108712
T144491,carycreed_0
W35,34890457
N473928,bbti_113830
T56722,36972115
N3019,bbti_46047
N478932,255661736
T88602,330654
N60793,13738529
N7924,26938284
N60544,30718937
W36103,69363534
N28243,24655896
T230643,edouardkelmarneck_0
T82573,bbti_109905
T184697,263788498
N34234,bbti_42551
W35214,246209713
T172626,bbti_125013
T112343,27299050
N23898,24654312
T225376,228716377
T122481,20033278
T130362,bbti_106365
T18934,1565494
T176185,311426459
T119286,45730711
T90460,sarahhyde_0
T103144,76192869
T215040,56662373
N37548,4306147270694535700005
N50652,30718937
N61414,12361047
T132673,edwinsandys_0
T12524,30718937
N1926,bbti_96684
T84725,bbti_39789
T90643,bbti_108082
T49204,34343718
N65298,36768263
T123170,bbti_111940
T1426,17097029
T134058,44350961
N478867,riverthames_1
W3290,38347954
T142339,bbti_109907
T95702,assignsofrichardandedwardatkinsesquires_0
T39439,williamsmith_6
T125391,36814575
N63519,bbti_6272
T174850,josephleathley_0
T20551,jfletcher_8
N476816,andrewcrook_1
T167503,bbti_16291
T69274,bbti_107804
N8821,bbti_10232
T96507,12361047
W19723,38347954
N38793,12361047
T88802,21954540
T36544,263788498
T84274,bbti_104617
T215027,51926513
T183131,51575426
T228638,bbti_57077
N472721,30718937
T223271,122574378
N46445,jwalker_4
P3471,228716377
T505217,NV7712
T131442,bbti_75857
T128603,bbti_48001
T137460,bbti_106365
T84839,bbti_107835
N53210,30718937
T61701,231002232
T131888,donaldmurchieson_0
T183794,williamsmith_6
T109047,20033278
T212013,30718937
N65066,bbti_9201
N30147,bbti_46613
T53965,bbti_21186
T105995,7291567
T169255,bbti_2542
T45663,66613219
T91119,bbti_4086
T133106,bbti_10233
N19165,58966351
T79485,54200197
T144088,bbti_37007
N52299,12361109
N453,24195603
T62153,7255138
P2750,121294363
T96609,51926513
N9140,13471693
T108500,bbti_109575
N18070,humfreytoy_0
N56051,edwinsandys_0
N53456,executrixofthomasnewcombdeceasd_0
T195734,66386600
T138143,bbti_108679
T31258,9741821
T38125,17087371
N66903,20033278
T204509,bbti_106365
N52283,12361109
T10690,7257114
N48243,49138123
W17780,33552242
N47089,12361047
T125454,41727978
T192320,jknaptonandwillmeadows_0
T226903,gmaddox_0
W32188,38347954
T126516,josfoxwestminsthall_0
N67356,bbti_65245
T59421,7291567
N53229,bbti_33480
T129590,228716377
T85821,51926513
T30783,71283786
T67565,bbti_75361
T190737,cpurphey_0
T208967,72798292
T69860,bbti_113639
T7225,bbti_116465
T30804,19553220
T54619,29586562
N27287,bbti_116081
W32222,69363534
P2005,bbti_11071
N12586,31591451
T172824,bbti_112282
N64908,68823052
N35921,stearnebrock_0
T10725,bbti_78573
T81344,39337317
N53402,33425968
T114581,bbti_13749
T124776,abradford_1
T98589,bbti_77536
T469138,bbti_25432
T90180,bbti_17784
T167357,24497251
N52395,12361109
R222752,bbti_132753
W3009,13766700
N4517,bbti_40786
T34789,bbti_53584
T80716,47589
T206750,bbti_112322
N505021,44350696
T345,bbti_113516
T5712,bbti_109740
N30614,bbti_16304
T148933,63858034
T230703,bbti_73973
T147996,31070598
T19714,255661736
T167341,bbti_77601
T140274,thomasandwalruddimans_0
T76583,305051344
T83864,24883136
N28378,bbti_40501
T179208,gulielmusbowyer_0
T94118,305051532
N37112,NV23762
T164369,robertsmith_0
R36618,311335919
T32852,4306147270694535700005
T145437,77718116
T182738,robertbaskett_0
T108978,bbti_20412
T192236,bbti_51700
T138468,150016994
T163181,thomasharbin_0
T131956,bbti_107724
T78749,9741821
T110957,36814575
N35575,bbti_52448
T72814,44148715
N51446,30718937
T40741,34509981
T164261,44350696
W14442,63012301
T145888,bbti_125854
T119927,27299050
T106325,228716377
N41874,williamsmith_6
T91845,228716377
T93914,bbti_5367
T212645,36768263
N4916,27074708
T144343,bbti_37007
W35533,38347954
W7072,65538602
T2044,36972115
T38797,bbti_125482
T78304,71442890
T57517,1565494
T139432,36768263
N8417,31868616
T148933,228716377
T63946,bbti_77601
N36694,4895415
T119555,richard_1
T62263,150016994
T118404,150016994
T79474,36814575
N37189,bbti_28405
T58842,bbti_75857
T111650,263788498
T223001,bbti_28405
T137773,330654
N46054,bbti_46047
T151093,230344634
T117584,47552241
T38652,9741768
N35030,bbti_106400
T207487,2333156
N53125,bbti_4474
T98450,228716377
T120278,14825513
T192439,bbti_15982
T135242,stearnebrock_0
T200886,bbti_10233
N472467,222770681
N23918,17087371
R43201,bbti_78165
T56936,51557323
T45278,jacobtonson_4
T113608,46649720
T95697,bbti_114094
T31171,bbti_11071
T189785,33425968
T191901,263788498
T984,187519562
T79908,bbti_15982
N64271,bbti_51499
N25020,bbti_116262
T18163,122574378
T153396,robertumfreebairn_0
T70324,bbti_78110
N41755,27299050
T35238,16594513
T175690,34509981
W4349,305048486
N35285,bbti_106195
T114801,230344634
T11863,7257114
T177690,bbti_73286
T45895,22039166
T84263,36814575
T47289,bbti_60472
W479427,55606557
T125133,26938284
T147399,305130270
T32466,51557323
T5388,46815338
T145110,bbti_109704
N47380,61897469
T45818,74249687
N35985,304984140
W18674,43362968
N68007,30718937
T192823,robertdrummond_0
N15047,bbti_124006
T113373,tlyon_0
T81182,bbti_2543
N475306,54025507
T54592,40811864
T34385,228701119
W15391,11303120
N42231,bbti_125482
N9208,bbti_112191
T175065,330654
T151991,71442890
N14104,29437883
T34944,34509981
R12705,12182874
T87141,thomashumes_0
N25710,bbti_47231
T131181,bbti_109575
N3896,12183814
W3423,55606557
T51993,bbti_35731
W8425,38347954
T55817,63599288
T19424,22039166
T180981,228701119
N4070,johnmorphew_0
T101805,bbti_109210
W13525,11303120
T103819,bbti_31270
N37076,bbti_116262
T91586,williamsmith_6
T100873,46815338
T139321,bbti_75027
T22065,4895415
T70787,thomasnewcombdeceased_0
T139758,99480813
T97847,31070598
T91475,72798292
N55978,262067064
T97368,bbti_106365
T92381,bbti_107361
T147692,71283786
T73483,68786630
N8031,bbti_5367
T91732,54200258
T94873,bbti_108120
W9126,59137165
T134127,21213427
N1335,bbti_68853
W19405,11303120
N10969,218481116
W20291,55606557
T174197,305051344
R179139,bbti_108120
T84906,147002053
T141566,228716377
W3255,56609913
T124727,29411063
T191846,77742949
T27141,49138123
T64467,17087371
N50787,30718937
T110329,bbti_131125
N54868,26221994
T114385,bbti_109272
T45258,72773800
T72112,bbti_15982
T57670,248202931
T14913,company_1
N38801,56662373
N50554,12361109
T225427,47589
T83309,wsmith_0
N699,222770681
T58926,nandmboddington_0
T132279,30718937
N18401,bbti_13296
W23750,65538602
T18904,bbti_114835
W37895,wwilkins_0
T22397,bbti_1660
T126604,bbti_53584
N65929,him_1
T203278,33425968
N25940,bbti_104724
N43152,bbti_112789
T195596,robertbrown_0
T36978,bbti_114516
T88848,122574378
T18123,122574378
T178078,bbti_108660
N43824,51557323
N34885,bbti_27919
N18613,bbti_78110
T69028,bbti_77601
T160368,2368305
T79792,150016994
T95728,56662373
R27823,bbti_61088
T89268,122574378
T75170,jamesbeugo_1
T182707,12361109
N472823,44350696
T110718,228716377
N28370,309837281
N65309,56662373
T96338,NV23762
T11305,bbti_23572
N17441,williamsmith_6
T96172,263788498
T87815,silpepyat_0
T106472,222770681
T2966,311426459
T16445,17097029
T59812,228701119
N24360,williammeadows_0
T44748,bbti_107957
T178734,173741386
T169366,eliphaldobson_0
T207059,bbti_18919
T113759,gulielmijohannisinnys_0
T86058,228701119
T69562,63858034
T97854,bbti_10306
T81176,rmanby_1
T119374,margtrhames_0
T220782,27299050
T105025,bbti_105269
N23960,24654312
T144303,bbti_30590
T84163,bbti_112789
T101574,bbti_109907
T145274,31591451
W20346,11302044
T19574,bbti_33480
T116892,bbti_113639
N15579,bbti_8100
T5728,34509981
N503969,12361109
T195015,bbti_50559
T14044,bbti_23950
T5594,williamsmith_6
W3625,widowfranklin_0
T173582,36818337
T55570,bbti_40501
T47266,bbti_109740
T124662,24489154
T89045,173741386
T117584,bbti_109905
T182039,jamesgoodwinjunior_0
T110981,218481116
N53172,30718937
T36619,wandjinnys_0
N448,bbti_52439
N28199,248202931
N44462,bbti_46923
T18464,bbti_20389
N24685,johnwatson_0
T74655,29080720
T84279,bbti_109575
T136952,34044423
T86658,269036155
T190515,26025839
N22958,255661736
T103627,bbti_20389
T187569,17097029
N16681,bbti_10233
T41705,228716377
T28900,bbti_107804
T6188,jwoolly_0
T67722,bbti_64324
T165042,bbti_33430
T203659,51561432
T88960,bbti_53098
T119236,mrjames_0
T26134,33425968
T89857,georgerisk_0
T143722,bbti_51014
T192016,122574378
N63637,williambinauld_0
T177860,thomasmoore_0
T175617,27074708
N20517,bbti_132754
T119677,7291567
T130229,bbti_77907
T54729,330654
T215733,22007688
T89277,44350696
T136061,bbti_116262
W30027,39196133
N53449,44350696
T35483,bbti_58959
N48775,2807707
W26130,69363534
T93843,bbti_107026
W32134,55606557
T70101,228716377
R178146,13724886
N20872,222770681
T83483,51540282
T26915,122574378
T65285,bbti_35104
T77827,williambrown_0
T179665,12162986
T11298,bbti_64329
T144124,bbti_33725
T106593,bbti_35731
W2272,66520614
T147750,150016994
N27226,305051344
N4756,bbti_105768
W8437,38347954
T92839,121291376
T124665,bbti_77895
T148983,eeberiongam_0
N31437,sebastianibucholtzii_0
T54708,330654
T114016,bbti_111939
N62510,bbti_4474
T129692,bbti_75858
T138128,bbti_17678
T41326,47589
T114681,elizabethbennet_0
T137487,230344634
T68146,bbti_13169
N28749,bbti_132756
T80030,255661736
T40114,bbti_112617
W4554,4025857
T29060,87555762
T105419,bbti_51499
N51532,30718937
N32306,17097029
T142403,27299050
T30653,bbti_8281
T21527,150016994
T104819,34509981
N35013,annodom_0
T115068,21213427
T154461,31912803
T99896,228716377
T146739,27299050
W12794,69363534
T21181,bbti_116057
T73934,330654
T162698,corke_0
N477168,andrewcrook_1
T104995,bbti_108120
T182536,bbti_51499
T116142,bbti_10232
T985,187519562
T132564,54200197
N470935,71283786
T36674,bbti_27009
N471720,ioannisforbesii_0
N52224,54199802
T117505,26938284
N10361,bbti_25544
T18848,bbti_8281
T39478,40811864
T203390,24195603
N9501,56662373
T21440,williamsmith_6
T46841,bbti_8897
T127518,54200258
T22718,36972115
T125255,williamsmith_6
T195371,309837281
T221968,georgestrahan_0
T75633,bbti_43989
T70640,228716377
T32461,robertiknaplock_0
W9160,1563790
W15358,66520614
T220421,63858034
N27542,228716377
T136886,bbti_114404
T42059,34509981
N52149,54199802
T4040,tberwick_0
N27690,51540282
T189028,henrybutler_1
T154349,101583814
T198446,330654
T469364,330654
T65153,228716377
W42634,59137165
T22848,bbti_8281
N66602,bbti_109905
T176258,sarahhyde_0
T187411,jacobusross_0
W19712,39196133
N15473,bbti_16685
T123272,59137424
T86536,bbti_14736
T232272,bbti_51499
N7801,29449922
T64763,bbti_17602
T44661,61423499
T97858,59137424
T109047,27074708
T76226,36768263
T186663,bbti_109575
N41868,33425968
T45211,bbti_104724
T135895,williamsmith_6
N470720,40796337
N30591,bbti_51209
T155053,68826401
T75060,bbti_1144
T13779,georgeewing_0
N11961,305051344
N3013,34509981
T39621,bbti_78573
T4258,aarontozer_0
T190435,andrewcrook_1
N40759,21213427
T223743,bbti_107957
T37680,bbti_43105
T141015,bbti_10233
T73598,55519819
T117173,bbti_69734
W19232,11303120
N56339,thomashume_0
T102898,bbti_31270
T38680,bbti_5987
T133215,bbti_75314
N51136,100328493
N7556,bbti_13036
T126182,77124830
N48818,100328493
T195339,75278677
T213265,jameschalmers_0
T56893,33425968
N2018,bbti_125482
T81253,bbti_112282
T179894,1435790
R24367,markconyers_0
T135473,bbti_53370
N52228,54199802
T87778,bbti_109905
W23107,55606557
N2024,51557323
T183794,thomasthornton_0
T155557,richarddickson_0
T97560,330654
N68364,bbti_72157
T133110,68786630
T45732,59137424
T138907,76369374
W30618,40941773
N51749,30718937
R15061,36972115
T171319,matthewwilliamson_0
T55826,122574378
T99307,17087371
N22914,248202931
T22740,bbti_104681
T5121,73772960
T1398,222770681
T177124,17097029
T78046,rcandcf_0
T183564,georgerisk_0
T84034,sgray_0
T41498,36972115
T186556,13471693
T139314,avandenhoeck_0
T113680,27299050
W8061,38347954
T112526,21998777
T51470,bbti_7830
T12907,1565494
T161018,bbti_7830
T22684,executrixofthomasnewcombdeceasd_0
T164511,12361109
T120731,bbti_107804
T118474,bbti_73149
W27310,48288295
T192856,9741821
T167080,bbti_66145
N34092,330654
T123135,12182874
T179516,122574378
N36002,bbti_106366
T73698,bbti_106896
R178158,bbti_23263
N13448,jwalthoejunr_0
T97236,51955883
N50718,173741386
N67734,bbti_104724
N49571,bbti_61088
N27832,bbti_109518
T45185,anthonythorpe_0
T100909,173741386
T144580,121294363
T213181,45785847
T87494,bbti_105106
T202624,73995150
T139803,afeader_0
N5895,17097029
T150729,maryfuller_0
T129676,26938284
N4831,24488557
T135763,bbti_66145
T58249,21954540
T129379,bbti_107361
T53099,jamespaton_0
N25988,NV30578
N70813,bbti_76275
N52714,54199802
T66282,33425968
T175454,20033278
T208274,51577264
T100938,bbti_107957
T221298,17097029
T45128,bbti_106995
T98943,bbti_109905
T206703,bbti_77625
T106596,NV7198
T93262,williambrien_0
T193538,bbti_51499
W30037,60605138
T134466,bbti_107957
N9035,bbti_78573
T48292,bbti_72803
T1917,bbti_77601
N477198,2321741
T69375,29427704
T56897,bbti_63846
T65048,bbti_109575
N18890,66386600
T51673,bbti_47034
N46974,bbti_107515
T97939,66768685
N24096,26938284
N34733,ynghaerfyrddin_0
N50509,30718937
N52065,bbti_4474
N473722,zmartineau_0
T66294,26938284
T178367,bbti_75857
N65089,36814575
N20980,27367249
N11695,13738529
T137828,27299050
T99681,edmundjeffery_0
T81015,bbti_114073
N51497,30718937
T1715,bbti_73149
N13187,15008766
T19785,executrixofthomasnewcombdeceasd_0
T139597,31070598
T191142,alexanderthomson_0
T30074,305945768
T137116,rflemingandcompany_0
T5112,bbti_8281
W19753,65538602
T117037,1565494
N50691,12361109
T142680,ssympson_0
T197021,bbti_72744
N9205,41727978
T42543,bbti_15982
N65243,bbti_11202
T188701,williambrown_0
T36786,44350696
T179207,dumfermlineandkirkaldy_0
T48408,bbti_32036
T57527,228716377
T44668,bbti_53584
P6130,7175367
T63061,edwardexshaw_0
T56024,228716377
T180321,7617625
T174544,messrswilde_0
T145842,bbti_17751
T71285,aarontozer_0
T1485,31591451
N62179,68786630
T203007,alexanderbrymer_0
T142283,31868616
T53258,73995150
T89769,34511788
T66091,304984123
N14127,sarahcliff_0
T66604,77781027
T154078,58966351
N34956,330654
T505292,34353258
T36774,executrixofthomasnewcombdeceasd_0
W39853,8938475
N3899,johngooding_0
T63604,robertowen_0
T86652,100328493
N478938,44350961
N9719,56662373
T2394,68786630
T145539,330654
T134912,1565494
T87493,bbti_5376
T97136,samuelfuller_0
T130721,williamsmith_6
T115636,bbti_45404
T75693,bbti_75003
N61029,bbti_112548
T128248,150016994
N275,bbti_114414
T72829,bbti_46613
W35235,59137165
W15126,16293464
T118153,bbti_55222
T55481,bbti_77907
T161321,samuelhowgate_1
T154220,bbti_5367
N63111,bbti_40501
T116120,bbti_40501
T84498,bbti_108120
N25355,262067064
T111170,bbti_80286
T136147,17087371
N36397,wthompson_0
T44334,itsassemblies_0
T85152,222770681
T58013,36768263
T76114,bbti_104724
T58139,mrwilliammonro_0
N20002,bbti_17725
N38313,bbti_15982
N35712,bbti_63751
N471810,williambrown_0
T11279,15008766
N20626,9733233
N11889,51540282
N29325,14691576
T153283,bbti_72994
T222796,bbti_66593
N26607,bbti_70360
T55101,31591451
T72712,archibaldmclean_0
N19849,johndempsy_0
N470928,executrixofthomasnewcombdeceasd_0
T79792,bbti_109575
T114839,bbti_107614
N25734,bbti_116779
T178478,44148715
T109612,50757410
R6491,bbti_52439
T50873,bbti_116081
T72534,36768263
T54985,bbti_31021
T93597,alexanderdavidson_0
T186959,bbti_109575
T203459,72798292
N476219,andrewcrook_1
T64777,bbti_105269
T147656,17087371
T39154,73995150
T59708,bbti_47658
T3071,76204129
T37021,bbti_40178
T128636,bbti_15982
T99094,31912803
N8570,1565494
N67587,robertowen_0
T48642,bbti_15982
T147346,bbti_51499
T172071,73995150
N15892,7287161
N35275,17226855
T86865,269036155
W20925,134967802
T129531,bbti_109575
W19456,6387970
T113795,gdicey_0
T176674,bbti_11202
T205305,43894766
N36139,9742242
T53936,61600028
T170248,bbti_110134
N64209,19553220
T222925,71442890
T31225,31868616
N25025,bbti_80286
T38366,4306147270694535700005
T128161,147002053
T41338,228716377
T87486,bbti_61785
T121660,36814575
T81313,12361109
T103980,patrickmatthie_0
T204619,bbti_13923
T12948,bbti_16032
T93989,NV7198
T69859,100328493
T129706,bbti_107361
T38687,26938284
T114624,13724886
T53059,jamesbeugo_1
T141128,bbti_75720
N41445,16594513
T125414,bbti_21409
T67709,222770681
T190909,150016994
T193308,NV26458
T150082,173741386
T164837,bbti_112697
T131029,joannesmosman_0
T219063,gadler_0
T72043,bbti_114587
T66097,bbti_109575
T82200,40811864
T4177,bbti_109210
T208420,bbti_15982
T196800,22941406
T37123,71442890
T145613,19553220
T84401,173741386
N7765,46660218
T42356,bbti_109905
N691,101583814
T42517,51563889
T50706,34511788
T47490,bbti_63846
T88684,bbti_113163
W15812,50682594
T1246,bbti_13749
T143903,73995150
N53003,54199802
T128475,bbti_9392
T119637,12361047
T205942,jbrotherton_1
N492651,54200258
W19413,1465174
N16619,228701119
N39716,218481116
T78560,bbti_61088
T200817,bbti_106995
T26047,7291567
T116148,bbti_44292
N70854,bbti_96684
T225301,jamaica_1
T56985,228716377
R1677,bbti_60899
T127878,36768263
N5640,bbti_40501
N17759,19591103
N27737,bbti_13039
N53680,255661736
T150264,bbti_116057
T63798,29437883
T69004,222770681
N36620,tlongman_16
W22685,11303120
N33422,bbti_53098
W5390,16293464
T188513,androanderson_0
T89131,bbti_113516
N27020,7246041
T176383,161239924
T11932,bbti_104681
N51789,30718937
N16001,61423499
T163956,bbti_66610
T81110,bbti_66578
T42019,330654
T160572,twruddimannos_0
T161021,173741386
T28192,222770681
T91261,bbti_55222
T68284,36927363
T150906,255661736
P136,bbti_15333
T138554,330654
N25798,68823052
T109989,44148715
N469480,bbti_7686
T119022,46674297
T169520,bbti_114359
T113411,173741386
N577,bbti_77536
T169355,40811864
R215242,29080720
T106811,59137424
N42187,40811864
T70601,hermajesties_0
N63774,bbti_54144
T87328,122574378
W3300,75274218
T83373,bbti_73973
N62775,charlesconnor_0
T107828,bbti_9201
T110016,bbti_31270
T99253,330654
T97941,22019654
T40349,31912803
T32624,330654
T43117,17097029
T154305,bbti_51014
T144011,21213427
N25182,bbti_113516
T123534,330654
N6702,31912803
T29115,54200258
T29596,228716377
T165272,33425968
T178083,bbti_72801
N9649,eandjexshaw_0
T58115,georgeewing_0
W19671,43362968
W28644,134967802
N60794,187519562
T203289,290882611
T174902,173741386
T52125,bbti_15982
T90505,30718937
T160128,robertfleming_0
N66407,16594513
T20533,bbti_51700
T127950,bbti_108117
T152192,bbti_58959
N38152,bbti_31039
T200964,bbti_3747
N9843,ymwythig_0
T138938,27299050
T102476,30718937
T56934,bbti_63846
T134093,43894766
T149048,21213427
T154293,bbti_104490
T226615,bbti_132753
T42356,NV7198
W20607,63012301
T169110,bbti_13923
N11732,228716377
T190222,309837281
N28928,36972115
N63825,44350696
T171225,73771528
T110612,williamsmith_6
T49922,330654
W18827,59137165
T63137,bbti_21409
N65266,36768263
T174594,grisk_0
